13.593200000000001,9.7752,10.2096,91,177,183,209,165,133,160,132,104,135
13.438600000000001,9.699200000000001,10.34,114,134,91,223,178,144,141,111,128,182
12.1052,8.201,10.6674,99,55,82,57,80,88,58,35,60,48
11.470600000000001,12.359200000000001,11.1716,101,85,71,63,73,88,41,54,79,52
12.130600000000001,9.8932,10.5558,78,37,60,123,34,35,76,59,67,40
13.824,9.882200000000001,10.318,147,145,52,216,109,117,141,154,131,112
11.1068,7.2654000000000005,11.1022,77,57,68,125,114,151,96,79,71,96
12.836,9.1468,10.5946,137,102,70,103,201,139,145,124,80,124
11.8468,10.6858,10.1774,105,88,123,116,123,81,71,61,67,75
13.4276,9.6712,10.265600000000001,106,140,127,178,91,140,100,108,61,97
11.7356,11.8848,10.7362,121,55,119,183,114,188,121,91,126,131
13.2246,9.311200000000001,10.2372,89,80,53,69,57,67,55,74,89,38
12.028,10.4052,10.3026,117,107,103,142,188,155,98,123,94,149
13.372,9.716800000000001,10.294400000000001,155,107,145,155,192,201,151,111,111,169
12.2352,9.516,10.6376,126,122,123,244,230,218,127,126,126,239
11.6872,7.960800000000001,10.9776,156,84,76,190,191,114,148,131,105,128
11.176,7.211,11.2292,80,87,43,103,82,78,51,76,74,62
13.469800000000001,9.7142,10.194,78,108,91,170,199,82,128,138,60,88
11.592400000000001,11.9892,10.9616,92,142,68,205,173,128,119,94,151,133
12.1114,9.7416,10.652000000000001,144,122,125,177,177,194,136,125,116,174
11.2192,7.3874,11.0632,133,81,171,222,112,143,131,117,149,136
11.833400000000001,8.2616,10.8388,141,126,129,213,209,209,139,123,127,219
14.463000000000001,10.682,9.6882,66,140,189,152,142,109,142,140,109,94
11.7664,8.1926,10.861600000000001,149,104,105,181,192,143,146,131,117,170
11.519200000000001,7.7088,11.0546,118,49,77,64,106,78,95,61,54,49
10.2774,6.6138,11.797400000000001,105,93,83,205,185,170,122,113,95,168
12.191600000000001,8.186200000000001,10.6324,134,121,140,235,218,201,125,115,136,228
12.332600000000001,8.2752,10.9238,183,99,127,155,197,185,160,126,115,161
11.9032,9.7932,10.7384,130,114,132,236,212,197,133,122,136,225
10.6042,6.8174,11.4128,31,48,55,51,36,48,47,41,21,29
14.2626,10.287600000000001,9.8766,67,66,58,97,91,70,64,53,47,61
12.120800000000001,9.957600000000001,10.6038,186,118,101,129,223,147,130,142,105,148
12.386600000000001,8.1548,10.9608,68,170,132,153,189,175,167,123,116,142
12.1334,8.045,10.952200000000001,127,75,115,238,119,136,136,129,120,151
11.559800000000001,12.0416,10.8992,63,50,121,124,118,80,61,85,97,73
10.2796,6.65,11.668800000000001,133,126,129,238,237,241,130,124,127,244
11.4654,12.3186,10.831800000000001,108,116,51,144,106,111,36,102,93,53
13.946800000000001,9.851600000000001,10.160400000000001,2,3,3,3,2,1,2,2,1,1
10.4788,6.6374,11.6102,82,92,91,139,63,128,111,80,86,73
14.0066,9.786,10.434800000000001,124,109,102,214,185,167,118,116,112,184
11.753200000000001,11.2264,10.2316,146,130,106,190,207,136,119,126,117,184
11.531400000000001,12.2134,11.022400000000001,146,149,137,117,187,135,92,152,134,131
11.835600000000001,7.995,11.0128,131,103,70,217,174,117,144,129,109,146
13.7718,9.881400000000001,10.3148,106,102,32,192,111,92,127,104,105,94
11.7894,11.755600000000001,10.4862,148,141,112,206,222,210,115,137,138,216
14.2306,10.562000000000001,9.9298,142,113,35,86,94,65,75,94,87,52
12.243400000000001,8.123000000000001,10.9734,159,113,131,169,180,169,147,143,133,164
11.9684,9.7774,10.8362,78,115,45,144,123,152,111,83,130,96
12.032200000000001,9.6732,10.761800000000001,139,150,102,218,182,169,110,132,129,187
11.8336,7.954400000000001,10.9548,129,147,145,238,151,183,130,119,104,183
12.8918,9.3024,10.440800000000001,98,125,105,176,215,191,137,113,119,199
11.9054,10.512400000000001,10.201,71,66,87,77,92,40,42,47,43,42
11.7286,11.8762,10.6808,182,88,148,157,149,223,139,90,125,147
11.3376,12.889800000000001,11.3884,172,93,151,114,182,114,141,106,156,104
14.388,10.6044,9.6934,93,60,55,56,77,55,65,64,51,33
11.49,12.2818,11.027600000000001,87,39,53,39,51,69,60,54,56,36
11.5968,7.62,11.1254,76,139,114,158,197,187,153,117,102,164
12.1304,9.5106,10.6622,173,130,103,146,238,155,121,133,127,162
11.9854,9.7276,10.6684,95,72,130,149,119,86,93,60,101,87
12.1844,9.427,10.6126,146,135,174,171,172,96,141,89,84,100
10.1632,6.591,11.787600000000001,189,124,119,120,192,210,134,132,109,150
11.8614,11.445400000000001,10.1796,121,134,175,170,203,80,156,105,115,128
11.4704,12.3246,10.8298,108,116,51,144,106,111,36,102,93,53
11.715200000000001,8.113800000000001,10.856,202,116,144,106,171,128,134,105,99,97
10.4082,6.6642,11.5728,115,139,173,187,145,86,101,87,77,93
14.361,10.5328,9.534600000000001,83,51,78,19,37,133,72,56,55,24
12.191,9.364600000000001,10.6136,97,140,201,142,213,95,142,128,107,110
12.009400000000001,10.4274,10.284600000000001,122,115,118,152,178,148,106,115,96,152
11.5724,11.9716,10.8754,143,151,194,226,126,123,101,100,119,116
11.641,11.894,10.8602,152,145,121,150,153,171,143,107,168,153
11.3652,12.732800000000001,11.3332,152,150,131,172,191,151,99,103,120,160
13.564200000000001,9.8274,10.2482,143,98,132,226,164,188,146,123,126,195
11.9094,11.564200000000001,10.2118,148,142,99,112,156,173,137,135,182,131
11.578800000000001,12.0182,10.990400000000001,71,115,39,127,132,87,92,82,124,84
11.2386,7.1764,11.214400000000001,118,133,114,169,139,189,114,132,147,155
11.894400000000001,8.0588,10.944600000000001,110,92,117,227,176,191,105,125,116,194
12.721,8.7898,10.719800000000001,40,50,47,54,54,41,46,49,26,33
13.649600000000001,9.8726,10.2026,120,71,173,183,93,96,123,96,125,89
11.903400000000001,10.607800000000001,10.282,135,127,103,207,186,114,119,128,113,158
12.0432,7.9792000000000005,10.924800000000001,104,172,162,228,108,131,148,133,101,123
11.553,7.5162,11.119200000000001,47,87,80,97,114,72,98,80,55,59
12.144,9.9536,10.5878,111,125,125,154,230,175,132,130,111,200
14.167,10.632200000000001,9.5104,170,107,156,173,122,115,147,128,122,129
13.0652,9.438,10.2834,102,165,158,228,180,164,160,137,101,154
13.7568,9.8336,10.272400000000001,107,183,96,234,139,180,143,105,139,157
10.5082,6.7662,11.581000000000001,115,137,124,225,191,200,132,120,126,213
11.879800000000001,8.067,10.8876,87,99,159,175,162,153,102,164,136,117
14.000200000000001,9.831800000000001,10.4204,105,74,100,192,142,145,109,120,95,137
11.835,8.1088,10.905800000000001,109,79,103,156,173,178,105,150,86,153
12.7866,9.745000000000001,10.1462,95,63,73,48,91,38,49,55,50,36
11.8842,10.8388,10.2146,101,159,120,177,179,147,129,123,147,155
12.3346,8.1226,10.9052,74,127,165,161,158,95,113,124,77,93
13.8032,9.867,10.2264,122,137,127,242,182,218,135,120,125,221
12.715,8.840200000000001,10.7608,143,98,93,184,173,136,152,111,94,154
11.9356,10.629800000000001,10.2424,116,128,115,224,217,207,122,119,127,226
11.918000000000001,10.5982,10.291400000000001,114,128,102,205,195,126,124,121,119,173
10.9268,7.2506,11.241200000000001,145,109,121,225,180,159,142,121,140,184
11.7138,11.860800000000001,10.7622,121,128,111,181,130,193,117,90,132,169
11.8604,8.303,10.7774,42,26,70,60,57,27,45,26,42,23
13.923200000000001,9.7186,10.389000000000001,71,28,33,42,66,48,65,30,32,27
